vidid	adview
VID_2050	5
VID_7257	3
VID_12139	1
VID_10384	4
VID_4747	1
VID_16336	1
VID_15652	1
VID_6078	1
VID_18843	851
VID_14019	2
VID_18276	10832
VID_16395	54
VID_10117	2
VID_7527	17
VID_4748	3
VID_21361	3
VID_21903	3
VID_17496	34
VID_17477	34
VID_20582	1
VID_3397	19
VID_17037	3
VID_23042	1
VID_16019	1
VID_13660	6
VID_14911	2
VID_2444	12
VID_20299	45
VID_21662	2021
VID_17544	9333
VID_23617	10
VID_11135	1
VID_17660	1
VID_16776	5
VID_17032	85
VID_8652	5
VID_21991	2
VID_8290	41
VID_16211	1
VID_12960	343
VID_408		3
VID_2208	2
VID_17141	3
VID_1109	21
VID_20633	1
VID_11331	4
VID_21222	1
VID_9565	3
VID_3053	1
VID_9867	1
VID_23288	30
VID_6921	1
VID_2673	6
VID_14769	1
VID_17241	2
VID_14074	11
VID_18198	2
VID_3116	3218
VID_6920	1
VID_4615	12
VID_12002	27
VID_12743	724
VID_1080	4005
VID_12318	1
VID_3832	30
VID_16582	1
VID_22801	1
VID_17392	1
VID_11169	3
VID_16557	2
VID_2870	1
VID_21945	24
VID_23275	1
VID_9606	11
VID_16305	3
VID_3693	1
VID_643		1
VID_11486	1
VID_6201	23
VID_3056	1
VID_22383	5
VID_15033	1
VID_14798	9
VID_14812	785
VID_6362	11
VID_9180	1
VID_17978	2
VID_14982	3
VID_6973	1
VID_4710	36
VID_12339	1
VID_13101	1
VID_20077	11
VID_882		4
VID_7913	2
VID_6788	1
VID_5784	5
VID_18050	40
VID_3071	1
VID_22111	7
VID_12755	67
VID_17476	1
VID_3805	5
VID_11028	21
VID_20261	3
VID_10372	13
VID_22092	4
VID_3216	4
VID_12842	1
VID_3135	2
VID_12208	1
VID_11398	8
VID_1220	9
VID_13796	9
VID_17920	2
VID_309		1
VID_17973	1
VID_21314	32
VID_12876	9
VID_3553	3
VID_21451	1
VID_6193	4
VID_21667	1734
VID_1405	1
VID_2292	1
VID_23274	1
VID_13245	1
VID_4180	3
VID_18285	2
VID_8343	3
VID_18796	1
VID_20545	15
VID_10490	1
VID_5386	12
VID_875		1
VID_18338	1
VID_13654	7405
VID_4366	2
VID_11971	3
VID_23666	2
VID_7991	3
VID_21320	3
VID_14980	6
VID_19851	1
VID_5807	1
VID_8017	4126
VID_1030	3
VID_1209	5
VID_12026	1
VID_16635	9
VID_17000	3
VID_4749	2
VID_7734	1
VID_18020	724
VID_4933	1
VID_2526	3
VID_828		1
VID_18375	2
VID_13672	90936
VID_8117	4
VID_7364	3
VID_15775	10
VID_4439	4
VID_2919	1
VID_5045	43
VID_7463	10906
VID_2815	1
VID_23179	1
VID_21260	1
VID_19106	1
VID_23756	1
VID_18174	1
VID_2071	4
VID_22432	2
VID_13140	4
VID_6637	1
VID_2615	17
VID_7853	1
VID_2111	2
VID_12392	9
VID_16660	2
VID_10047	2
VID_2510	6
VID_10298	1
VID_19982	1
VID_11828	10
VID_21263	8
VID_10475	2
VID_16901	1
VID_16929	2
VID_7586	2
VID_22090	7
VID_18836	1
VID_12796	4951
VID_4996	1
VID_1765	1
VID_20004	1
VID_6461	1
VID_10041	13
VID_14569	1
VID_4331	7
VID_13645	2
VID_1029	12917
VID_22231	1
VID_23654	1
VID_21768	1
VID_20739	1
VID_346		2
VID_4400	10
VID_15912	46
VID_9978	3
VID_13691	2
VID_16874	2
VID_5922	55
VID_11179	3617
VID_21641	3
VID_12773	1
VID_23076	1
VID_8291	1
VID_21724	1
VID_2855	2
VID_909		23
VID_17242	4
VID_9486	3
VID_12947	74
VID_14210	8
VID_6059	1
VID_2322	2
VID_12915	1290
VID_16643	3
VID_16500	38
VID_12752	724
VID_9917	122
VID_4821	1
VID_20341	4
VID_20779	2
VID_23333	13
VID_874		1
VID_4492	94992
VID_5954	1
VID_10538	1
VID_16206	8
VID_19140	33
VID_21185	1
VID_5322	2
VID_9169	1
VID_2886	1
VID_20740	2
VID_8170	1
VID_22602	940
VID_14273	1
VID_20676	7
VID_8547	18
VID_6647	3
VID_15964	3
VID_10251	35043
VID_16910	5
VID_19039	4460
VID_12097	2
VID_20760	21
VID_6394	11
VID_3500	4
VID_3908	2
VID_5543	1
VID_11463	1
VID_13300	3
VID_11394	1
VID_83		1
VID_10927	146
VID_471		1
VID_4855	1
VID_20960	5
VID_23358	6
VID_13880	6
VID_22758	733
VID_22739	1
VID_7358	2
VID_5584	24
VID_19458	1
VID_22177	1
VID_16935	1
VID_1079	1
VID_22179	1
VID_3295	3
VID_544		117
VID_9496	4
VID_14271	1
VID_5789	1
VID_12760	4
VID_18350	1
VID_22309	32
VID_13908	5
VID_18977	1
VID_23357	1
VID_12481	1
VID_3680	1
VID_3395	1
VID_22154	2
VID_5997	2
VID_13995	1
VID_20030	1
VID_17650	2
VID_14885	175
VID_14741	2
VID_7885	5
VID_5339	1
VID_2856	6
VID_11168	4
VID_12990	259
VID_12271	7
VID_7632	2
VID_9294	1
VID_21993	2
VID_9280	1
VID_2729	1
VID_2260	20947
VID_842		7
VID_7730	1
VID_10325	9
VID_12079	1
VID_5210	2
VID_10779	1
VID_12555	7
VID_14233	2
VID_1822	1
VID_23380	2
VID_21764	12
VID_23308	10
VID_11288	1
VID_21586	53
VID_6925	1
VID_11059	1
VID_10397	2
VID_17706	1
VID_17635	1
VID_19282	1
VID_7523	3
VID_23214	2
VID_21680	3687
VID_5476	1
VID_16020	1
VID_5963	2
VID_2789	1
VID_4186	1
VID_13026	8
VID_21775	8
VID_5493	1
VID_13211	1
VID_9669	2
VID_8914	5
VID_7876	9845
VID_22125	3
VID_11308	1
VID_4985	7
VID_9027	25
VID_1451	2
VID_20102	1
VID_8725	68
VID_5393	1
VID_22363	2
VID_21165	1
VID_17968	99
VID_3788	1
VID_11947	28
VID_5124	4
VID_21474	1
VID_22000	1
VID_3450	1
VID_15724	1
VID_8581	2
VID_7204	2
VID_14200	2
VID_13534	2
VID_2913	143124
VID_17416	1
VID_646		2
VID_16846	3
VID_14857	1
VID_14101	19
VID_23093	145
VID_11770	1
VID_20305	7
VID_2905	4
VID_6779	2
VID_21691	1624
VID_18006	2
VID_20018	1
VID_4590	1
VID_10598	2
VID_4696	1
VID_1837	22
VID_10846	1
VID_2843	1
VID_12191	2
VID_14072	6
VID_11667	2
VID_7825	3
VID_15153	8
VID_1584	8
VID_4975	1
VID_9691	3
VID_4721	2
VID_21155	4
VID_16547	4
VID_4483	14
VID_17455	1
VID_11509	6
VID_17842	2
VID_12545	1
VID_5909	1
VID_6834	2
VID_7961	1
VID_4065	3
VID_5187	15
VID_21335	2
VID_21882	3
VID_4181	2
VID_2543	1
VID_8102	5
VID_20978	5
VID_14562	6
VID_16024	7
VID_11289	2
VID_16147	2
VID_22294	3
VID_22066	6
VID_145		1
VID_3332	1
VID_14907	3
VID_20434	1
VID_13821	6
VID_9018	1
VID_20375	1
VID_7129	1
VID_21285	11
VID_17905	4
VID_8870	8
VID_5419	1
VID_17489	2
VID_8279	1
VID_15409	1
VID_12316	6
VID_23028	226
VID_22861	2
VID_18640	54
VID_4791	1
VID_17643	2
VID_8960	2
VID_17277	1
VID_1142	5
VID_2291	1
VID_18073	1
VID_6471	1
VID_11220	9596
VID_9640	18
VID_12639	5
VID_22381	5
VID_2645	10
VID_8845	4395
VID_15276	1
VID_22021	18
VID_693		7
VID_12970	1
VID_5248	3
VID_9509	1
VID_16555	2
VID_10571	1
VID_2731	2
VID_15444	5
VID_6421	220202
VID_13557	2
VID_8773	3
VID_6701	2
VID_18406	1
VID_8785	2
VID_16124	3
VID_3871	1
VID_20408	35
VID_12905	1
VID_6783	2
VID_2339	2
VID_1215	10
VID_14010	5
VID_481		1
VID_8129	1
VID_21034	1
VID_12912	1
VID_12209	1
VID_20966	13
VID_6999	6
VID_13988	1
VID_18646	6
VID_3617	1
VID_4820	1
VID_8415	1
VID_20736	3786
VID_92		1
VID_6411	21
VID_20019	5
VID_9461	1
VID_1666	1
VID_12581	1
VID_987		1
VID_4873	2
VID_547		1
VID_9975	3
VID_14877	2
VID_23059	10
VID_19413	1
VID_23016	5
VID_13635	16
VID_2440	1
VID_3725	5
VID_8416	1
VID_3486	3
VID_3905	1
VID_20728	1
VID_11643	1
VID_8171	1
VID_3239	2
VID_22342	770
VID_12478	1
VID_16335	2
VID_3923	4
VID_15545	2
VID_19955	2416
VID_956		4
VID_9170	18
VID_22750	5
VID_23002	1
VID_19277	1
VID_15369	11
VID_16786	1
VID_17733	1
VID_16297	1
VID_19		3
VID_9714	4
VID_14328	43
VID_18332	9333
VID_7034	1
VID_5570	5
VID_13201	1
VID_11911	3
VID_6722	28683
VID_21949	3
VID_17100	24
VID_7615	1
VID_21098	8135
VID_15697	10
VID_4040	3
VID_20235	2
VID_13677	21
VID_22847	1368
VID_391		1
VID_4932	49
VID_4042	1
VID_13449	1
VID_19078	68
VID_1999	9
VID_21860	2
VID_7758	1
VID_22131	1
VID_14491	20
VID_11950	1
VID_1064	1
VID_23433	4
VID_12277	8
VID_6882	4
VID_12448	21
VID_18150	1
VID_22183	2
VID_12255	3
VID_4358	1
VID_12107	3
VID_12672	2
VID_23108	7
VID_355		1
VID_4246	4
VID_22760	5
VID_9745	1
VID_19886	2642
VID_8039	1
VID_13771	1
VID_13281	1
VID_5495	12
VID_7198	4
VID_20048	1
VID_18947	1
VID_22570	1
VID_8084	7
VID_6151	17
VID_12233	10
VID_1341	8
VID_98		12917
VID_8450	1
VID_18591	4486
VID_18125	1
VID_13043	6
VID_22636	69
VID_19837	1707
VID_9217	1
VID_13984	1
VID_13437	1
VID_6975	10
VID_11753	1
VID_6243	1
VID_11689	3
VID_789		36
VID_8207	1
VID_9930	2
VID_17221	2
VID_13516	13
VID_8226	1
VID_6257	36
VID_23751	1
VID_20791	52534
VID_18157	1823
VID_3519	3
VID_14773	1
VID_18095	1
VID_17158	1
VID_7365	2
VID_3391	7
VID_19185	10
VID_15272	1
VID_1241	9
VID_15732	6
VID_11170	2
VID_1596	4909
VID_21693	3207
VID_10002	26
VID_1067	1
VID_1943	5
VID_4010	43
VID_16636	2
VID_21601	6
VID_10452	2
VID_15893	14
VID_20288	1
VID_6428	16
VID_9707	1
VID_1055	5
VID_17699	1
VID_3276	2
VID_10743	19
VID_7123	24
VID_15214	4
VID_8968	1
VID_10050	4
VID_18840	1
VID_14891	1
VID_21157	90
VID_19703	2
VID_12460	1
VID_20800	1
VID_11996	1
VID_2636	36
VID_20195	1
VID_1536	1
VID_19404	7
VID_18903	74849
VID_6284	9
VID_2180	8
VID_11755	3
VID_11834	67
VID_16231	415
VID_7444	3
VID_21995	8135
VID_16899	2
VID_4305	9
VID_12767	2
VID_15483	6
VID_9841	1
VID_12883	22
VID_4971	1
VID_15040	8
VID_17252	2
VID_11204	1
VID_2528	2
VID_2176	1
VID_12896	1
VID_6423	2
VID_13726	3
VID_15048	1
VID_5992	1
VID_21413	2
VID_21392	2
VID_9068	2
VID_1422	1
VID_13096	2
VID_22465	60
VID_23122	2
VID_15438	5
VID_14784	1
VID_2966	12
VID_22915	1
VID_8335	1
VID_20009	1
VID_17514	1
VID_4264	1
VID_8710	1
VID_16148	4
VID_1478	13
VID_2306	75
VID_18523	1
VID_14360	1
VID_21511	1
VID_22844	1
VID_3331	15
VID_1849	39
VID_9644	2
VID_4837	1
VID_6656	2
VID_8605	1
VID_2504	2
VID_10313	1
VID_23377	1
VID_19717	1
VID_17339	429
VID_13263	5
VID_372		1
VID_11504	22
VID_15322	6
VID_5211	1
VID_16431	5
VID_10800	2
VID_1928	12781
VID_18352	3
VID_21173	1
VID_18651	2
VID_13041	2
VID_16255	54
VID_14045	1
VID_15832	24
VID_7662	1
VID_15358	3
VID_22848	1
VID_9218	2
VID_6971	1
VID_21655	1823
VID_2376	1
VID_198		1
VID_1792	2
VID_14301	1
VID_23321	15
VID_4321	1
VID_16531	4
VID_20177	1
VID_8666	1
VID_4658	11
VID_21710	3687
VID_794		3
VID_858		4
VID_8562	1
VID_18372	1
VID_8247	1
VID_19567	1
VID_18705	1
VID_8254	21
VID_19231	1
VID_6682	3
VID_16577	1
VID_13223	1
VID_22654	1
VID_18366	1
VID_1447	4
VID_11320	6
VID_8271	1
VID_8642	1
VID_12741	3
VID_19830	1823
VID_7955	3
VID_345		2
VID_4911	3276
VID_3416	3
VID_22539	4
VID_8390	3
VID_15756	1
VID_22415	70
VID_9494	1
VID_14199	2
VID_6142	49
VID_6684	3
VID_17663	3
VID_19477	1
VID_21741	4518
VID_5307	6
VID_11134	1
VID_12317	20
VID_17732	1
VID_469		1
VID_11163	2
VID_18245	2
VID_2153	2
VID_10495	1
VID_21002	1
VID_21284	3
VID_6717	4
VID_20625	3
VID_14738	2
VID_13496	1
VID_776		8
VID_15356	1
VID_19523	13
VID_1260	1
VID_3669	176
VID_13814	3
VID_22985	34
VID_17347	3
VID_2445	2
VID_15546	2
VID_13690	3
VID_7695	18
VID_8698	1
VID_1734	1
VID_12054	1
VID_12077	20
VID_11877	2
VID_14346	39
VID_22859	18
VID_18171	2
VID_6056	12
VID_23		18
VID_16995	1
VID_3675	8
VID_15712	5
VID_14876	24
VID_15311	1
VID_10063	6
VID_3325	3
VID_21505	3
VID_6740	25
VID_7423	1
VID_6031	68
VID_19432	2
VID_13927	3
VID_19148	2
VID_1633	2
VID_6960	1
VID_15782	5
VID_9885	1
VID_4964	1
VID_1028	4
VID_18823	1
VID_6402	11
VID_10820	1
VID_2459	1
VID_5972	1
VID_8662	1
VID_1120	1
VID_20963	2
VID_3819	80
VID_16462	25
VID_21625	1
VID_5778	1
VID_23398	1
VID_14988	10
VID_12493	1
VID_22121	1
VID_7491	1
VID_17630	13
VID_17285	1
VID_11704	3
VID_3365	15
VID_6964	1
VID_717		1
VID_2473	1
VID_3495	19
VID_3316	4
VID_15796	2
VID_16469	1
VID_17343	1
VID_13456	2
VID_5004	2
VID_18271	1
VID_11172	1
VID_7396	1
VID_16860	1
VID_14001	1478
VID_7692	1
VID_21759	11
VID_12626	2
VID_21365	4
VID_8532	5
VID_8938	2
VID_9336	27
VID_21746	9
VID_13118	1
VID_3785	2
VID_4853	1
VID_22834	17183
VID_14847	9
VID_10739	59428
VID_10350	1
VID_17201	1
VID_6511	6
VID_9110	1
VID_19685	1
VID_15937	1
VID_12313	4
VID_9544	1
VID_18710	10
VID_960		2
VID_21647	13
VID_18583	1
VID_17629	178
VID_10394	5
VID_11449	1
VID_2624	6
VID_10449	1
VID_6929	6
VID_1828	67985
VID_16532	4
VID_1229	6
VID_7989	1
VID_11165	1
VID_15353	83
VID_14120	1
VID_16126	1
VID_15597	9
VID_23366	49
VID_4015	4
VID_5685	21
VID_7352	1
VID_17196	8
VID_18503	1
VID_20930	5429665
VID_12954	1
VID_8561	1
VID_8414	1
VID_16507	2
VID_3806	9
VID_1088	446
VID_20257	1
VID_12023	1
VID_10680	8
VID_11458	1
VID_1652	2
VID_22257	1317
VID_19525	4011
VID_5329	1
VID_14047	131
VID_15909	12
VID_22501	1
VID_15486	1
VID_21796	27
VID_16526	35
VID_8496	17
VID_14577	141
VID_19280	5
VID_2580	5
VID_21330	1
VID_13495	1
VID_10875	7
VID_3377	1
VID_11569	1
VID_7836	1
VID_19623	1
VID_9449	1
VID_22312	13
VID_8025	3571
VID_8991	1
VID_6564	1
VID_14750	1
VID_11548	21
VID_22574	13
VID_21037	1
VID_13157	1
VID_120		4
VID_10183	1
VID_22419	1
VID_7851	40
VID_21389	2
VID_15316	3
VID_14140	8
VID_22818	1
VID_729		1
VID_9334	359
VID_18805	13550
VID_19543	1
VID_20686	1
VID_1253	1
VID_2186	1
VID_4858	10
VID_2671	20
VID_3328	3
VID_7107	1
VID_4159	1
VID_12587	10
VID_9820	7442
VID_12797	200
VID_13228	1
VID_16652	1
VID_15081	12
VID_5966	1
VID_694		2
VID_23068	26
VID_9868	1
VID_6174	2
VID_13012	5
VID_10664	4
VID_18019	1
VID_22984	1
VID_8154	3
VID_19990	5
VID_17901	4
VID_17041	1
VID_9828	1
VID_23740	2
VID_19412	24
VID_17039	3
VID_8706	4
VID_7394	1
VID_14134	54
VID_5890	32
VID_14399	31
VID_7827	1
VID_20442	8
VID_2500	5
VID_21816	1
VID_4216	20
VID_100		308
VID_22926	2
VID_8999	49
VID_7691	2
VID_20827	4
VID_4087	9
VID_8657	174499
VID_9619	1
VID_21740	2
VID_20247	1
VID_23181	17
VID_18828	1734
VID_5676	2
VID_22701	48
VID_7679	2
VID_228		8
VID_19112	1
VID_14634	6
VID_3930	1
VID_11671	11
VID_2092	1
VID_1977	1
VID_18959	4329
VID_22666	2
VID_8783	1
VID_1186	1
VID_16475	1
VID_17367	3
VID_16988	1
VID_17835	27
VID_890		1
VID_4957	2
VID_8697	1
VID_1939	9
VID_12862	2
VID_10572	2
VID_1892	9
VID_14055	1
VID_1365	1
VID_5384	7
VID_22476	2
VID_8200	2
VID_18925	1
VID_20114	1
VID_1063	1
VID_14279	3
VID_19973	680
VID_4045	1
VID_20569	1
VID_22752	1
VID_6962	1
VID_2903	2
VID_18510	5
VID_19949	9
VID_19286	577
VID_5943	5
VID_12941	735
VID_11090	17
VID_5683	3
VID_17231	4
VID_10534	23927
VID_337		3
VID_18156	3666
VID_7596	1
VID_12149	53
VID_2797	1
VID_13125	17
VID_12749	1
VID_18413	55
VID_17214	2
VID_6883	2
VID_16992	16
VID_18236	1
VID_11550	1
VID_13491	71
VID_12350	92
VID_22754	1
VID_14377	1
VID_16912	4
VID_1558	55
VID_13598	2
VID_668		1
VID_1092	1
VID_15185	1
VID_18649	2
VID_1434	96
VID_208		9077
VID_7343	2
VID_18539	1
VID_8411	6
VID_24		1
VID_20761	4
VID_17662	1
VID_13081	5
VID_12716	1
VID_21060	8
VID_17592	5
VID_15020	3
VID_15647	1
VID_15923	1
VID_4144	6
VID_1540	16
VID_13704	1
VID_1480	8
VID_10095	1
VID_2405	1
VID_8124	1
VID_23317	1
VID_15423	3
VID_13716	1
VID_9902	1
VID_12130	1
VID_7658	1
VID_15362	9
VID_7339	8
VID_5374	92
VID_4049	18
VID_3944	2
VID_12959	2
VID_4276	250
VID_8731	2
VID_4551	40
VID_336		1
VID_12703	785
VID_3608	6
VID_17422	1
VID_2946	18095
VID_5383	27
VID_1812	3
VID_4335	2
VID_7795	1
VID_1964	1
VID_15535	1
VID_19168	3
VID_431		5590
VID_11714	2
VID_7026	8
VID_4505	2
VID_23601	3
VID_18229	1
VID_13746	1
VID_12668	1
VID_17587	1
VID_4477	1
VID_2765	1
VID_17823	7
VID_2818	1
VID_19427	3
VID_6597	1
VID_1895	11
VID_20522	1
VID_4591	5
VID_20274	228
VID_6001	1
VID_16558	22
VID_17645	1
VID_3517	16
VID_9907	1151
VID_11602	1
VID_4926	1
VID_3296	19
VID_20455	3
VID_10088	6
VID_3211	14
VID_8067	1
VID_5715	6
VID_4024	1
VID_20629	3
VID_8370	1
VID_18546	1
VID_9853	1
VID_19881	1780
VID_9224	2
VID_10666	2
VID_13737	3
VID_14889	275
VID_21279	3
VID_4502	3
VID_18160	1
VID_20747	2
VID_21245	1
VID_18364	1
VID_8008	1
VID_11760	1
VID_5400	10
VID_9626	427809
VID_19646	7
VID_5542	8
VID_10640	4
VID_4583	1
VID_3949	1
VID_11025	4
VID_23204	6
VID_21212	1780
VID_22960	1
VID_10228	5
VID_17897	1
VID_8424	2
VID_22187	1
VID_7304	90
VID_7678	2
VID_16059	3
VID_20692	2
VID_7539	2
VID_19302	13
VID_5283	37
VID_9535	5
VID_11019	1
VID_8341	1
VID_5356	2
VID_16881	1
VID_1829	1
VID_23521	1
VID_23280	3
VID_10968	2
VID_10790	1
VID_22278	11
VID_21524	12
VID_5874	1
VID_21184	374
VID_22171	3
VID_15896	4
VID_7272	1
VID_16579	1
VID_21197	9
VID_9474	1
VID_18246	7
VID_7447	1
VID_9869	6
VID_5790	1
VID_11435	16
VID_15773	6
VID_8099	1
VID_6277	15
VID_19303	1
VID_11782	1
VID_6446	5
VID_4656	1
VID_14012	1
VID_9361	1
VID_15986	1
VID_22525	2025
VID_3833	2
VID_19468	1
VID_11977	1
VID_13217	1
VID_6992	2
VID_6270	54363
VID_11217	5
VID_17490	2
VID_6959	1
VID_16517	2
VID_20067	1
VID_3070	3
VID_1189	1
VID_23649	1
VID_6180	8
VID_4480	3
VID_13384	1
VID_10290	1
VID_4581	1
VID_22887	1576
VID_6457	7
VID_13762	3
VID_18542	10
VID_9801	1
VID_11103	1
VID_7711	21614
VID_14161	1
VID_23339	1
VID_20135	7
VID_19661	1
VID_12899	1
VID_12340	1
VID_2401	6
VID_17212	1
VID_3202	1
VID_20365	14
VID_18244	1
VID_18303	1
VID_15127	1
VID_13008	1
VID_4586	1
VID_10263	2
VID_1669	1
VID_15328	3
VID_152		1
VID_23303	1
VID_20005	2
VID_16850	8
VID_20590	2633
VID_9768	1
VID_5562	1
VID_14263	1
VID_13279	2
VID_22513	1
VID_6736	1
VID_20445	3
VID_15361	4
VID_17184	1
VID_5893	18
VID_8905	7
VID_11192	1
VID_22717	1
VID_12437	1
VID_2701	2
VID_7738	2
VID_9891	5
VID_4317	2
VID_15183	6
VID_9983	53
VID_18132	1
VID_4599	2
VID_18639	1
VID_12270	6
VID_2651	3
VID_8985	6
VID_14423	1
VID_2853	6
VID_18193	14
VID_10658	6
VID_9554	3
VID_7550	1
VID_4022	25
VID_9406	1
VID_20802	1
VID_22958	6
VID_4822	2
VID_4019	10
VID_1060	2
VID_16383	7
VID_3757	1
VID_5734	57
VID_19520	8
VID_16538	11
VID_17185	1
VID_10162	1
VID_23087	1
VID_9052	2
VID_8308	1
VID_11649	13
VID_3607	10
VID_13176	1
VID_7120	2
VID_22554	2
VID_6803	5
VID_17510	3
VID_21998	1778
VID_14		1
VID_23662	2
VID_4031	1
VID_5774	24
VID_4447	1
VID_12869	3
VID_17320	72
VID_11676	5
VID_12920	1
VID_20996	1
VID_18892	1
VID_14064	2
VID_2010	2
VID_8552	161
VID_12166	1
VID_16078	1
VID_18300	1
VID_23144	15
VID_23709	7
VID_15227	3
VID_14021	1
VID_11117	42891
VID_2004	4
VID_2364	1
VID_11903	4
VID_11490	1
VID_11304	1
VID_12665	1
VID_11014	6
VID_1537	3
VID_4202	4
VID_12617	3
VID_12386	2
VID_21023	3
VID_7214	3
VID_14525	20
VID_6692	3
VID_15042	1
VID_5924	11298
VID_2224	1
VID_22354	3
VID_10177	15
VID_5389	21
VID_21308	1
VID_20928	2
VID_1353	6
VID_4433	1
VID_20128	2
VID_16397	1
VID_16301	1
VID_12633	1
VID_23568	2
VID_9772	1
VID_4150	1
VID_8952	1
VID_12614	2
VID_21457	2
VID_22487	730
VID_10837	13
VID_9883	7
VID_20384	1
VID_3515	7
VID_5005	2
VID_2807	1
VID_23309	7
VID_21550	3
VID_3061	2
VID_10299	1
VID_11001	1
VID_8045	2
VID_14682	1
VID_10268	9
VID_5779	4
VID_5367	4
VID_18298	1
VID_22470	5
VID_8967	7
VID_12963	442
VID_3639	1
VID_21789	36
VID_15815	1
VID_4203	34
VID_6381	47
VID_5973	1
VID_20081	1
VID_8587	1
VID_3288	19
VID_19558	24
VID_12063	5
VID_15190	125
VID_19502	74
VID_14412	4
VID_5728	1
VID_1541	1
VID_17163	3
VID_14640	1
VID_14394	1
VID_16293	44
VID_20372	1
VID_2762	29
VID_16040	1
VID_10359	6
VID_2916	2
VID_14826	42
VID_1554	25528
VID_13362	2
VID_15985	1
VID_6157	68
VID_19775	1
VID_8677	11
VID_12593	1
VID_11555	5
VID_10180	1
VID_7281	1
VID_19200	2
VID_18507	2
VID_13765	9
VID_18802	10
VID_2428	8
VID_22193	1
VID_8915	1
VID_4402	4
VID_6197	7
VID_23263	7
VID_16324	2
VID_16725	3
VID_10683	2
VID_14246	1
VID_10059	1
VID_16656	2
VID_17275	1
VID_591		2
VID_17916	18
VID_361		1
VID_21848	1
VID_7693	1
VID_21847	5
VID_12198	13
VID_2129	30
VID_3080	7
VID_22803	2
VID_969		2
VID_10161	3
VID_19085	51
VID_7744	1
VID_4304	1
VID_6231	1
VID_19763	1
VID_1542	3
VID_8180	12
VID_18962	2
VID_7258	3423
VID_11587	1
VID_10283	14
VID_18692	2025
VID_19813	3
VID_18168	1
VID_15844	1
VID_6875	78
VID_4099	3
VID_5489	12
VID_7357	29
VID_13020	1
VID_1146	39
VID_19336	1
VID_2188	1
VID_13383	1
VID_18645	6
VID_9		3
VID_4369	1
VID_10525	1
VID_837		2
VID_15197	2
VID_4776	1
VID_11796	2
VID_8082	1
VID_15852	1
VID_22425	2
VID_3551	5
VID_21555	108
VID_6283	2
VID_21339	2
VID_4552	25
VID_4496	1
VID_22851	1
VID_33		6268
VID_4228	1
VID_19597	4
VID_21870	1
VID_4652	1
VID_14972	9
VID_1408	6
VID_10738	4
VID_21500	1
VID_18199	4
VID_7610	2
VID_15713	3
VID_6689	2
VID_4672	16
VID_5927	2
VID_4332	34
VID_946		1
VID_4513	6
VID_3091	2
VID_18099	2
VID_1249	248
VID_11207	1
VID_18054	1
VID_20142	2
VID_17136	8
VID_16483	2
VID_102		4
VID_19883	1
VID_7418	6
VID_1436	1
VID_21104	4
VID_6601	2
VID_12925	1
VID_23526	2
VID_10373	12
VID_13688	2
VID_22400	7
VID_2450	1
VID_15393	1
VID_2648	7
VID_18881	2023
VID_7290	2
VID_19835	1
VID_12168	1
VID_23510	1
VID_17461	1
VID_10966	4
VID_1462	3
VID_18383	2
VID_13658	19348
VID_14678	8618
VID_8217	2
VID_9278	1
VID_5193	42
VID_1978	18
VID_2655	54
VID_2283	7
VID_20377	3
VID_1538	4
VID_5764	3
VID_6213	6
VID_18852	1
VID_18267	21
VID_15039	2
VID_5959	1
VID_22931	1
VID_1321	2285
VID_17676	1
VID_18921	1
VID_14791	1
VID_21495	27826
VID_6570	1
VID_2700	1
VID_16589	2743
VID_18376	1
VID_891		1076
VID_738		1
VID_13266	1
VID_23251	7
VID_16498	2
VID_23265	2
VID_16164	1
VID_779		1
VID_7986	5
VID_19349	2
VID_2346	13
VID_17752	2
VID_3429	32
VID_3290	5
VID_2659	7
VID_1449	146
VID_15376	1
VID_21154	9
VID_10758	10
VID_3403	3
VID_9283	1
VID_21863	704516
VID_12530	17
VID_17712	3
VID_10412	3
VID_4473	57
VID_13480	1
VID_1047	3
VID_4385	1
VID_22576	1
VID_7369	4
VID_9325	1
VID_808		1
VID_4016	6
VID_3664	1
VID_13543	8
VID_3781	1
VID_7601	3
VID_2326	2
VID_1166	2
VID_2017	2
VID_15861	1
VID_15526	2
VID_11073	4
VID_23553	22
VID_21554	1
VID_17164	4
VID_8699	1
VID_6979	1
VID_19528	2
VID_15329	3
VID_17902	7
VID_19209	6
VID_9759	4
VID_1641	5
VID_2047	45
VID_16224	1
VID_20758	9
VID_17410	1
VID_2362	1
VID_2774	1
VID_5569	6
VID_15722	4
VID_3985	1
VID_17546	3
VID_22256	1
VID_15767	10
VID_2446	1
VID_2426	2
VID_22748	10003
VID_8250	1
VID_1076	12
VID_10845	1
VID_14024	2
VID_14066	6
VID_6495	20
VID_11083	20
VID_9712	2
VID_492		18
VID_20815	1
VID_12344	1
VID_22058	14
VID_23523	2
VID_13752	1
VID_6415	7
VID_7582	10
VID_16220	1
VID_14850	2
VID_12012	3
VID_16394	1
VID_9670	2
VID_3890	4
VID_18341	1
VID_9101	2
VID_17846	5
VID_9912	9
VID_11472	1
VID_3341	5
VID_4752	12
VID_2744	1734
VID_4607	6
VID_5427	3
VID_1585	1
VID_21553	10832
VID_2915	32099
VID_762		4
VID_6186	1
VID_6989	2
VID_17223	1
VID_18860	6392
VID_20161	9
VID_2578	7
VID_5233	20
VID_2441	1
VID_13270	1
VID_20433	2
